210 383.4 245.4
211 49.4 215.67
212 179.6 135.07
213 426.8 212.67
214 520.33 266.07
215 432.93 89.8
216 502.8 279.87
217 388.07 205.73
218 430.27 254.73
219 322.07 194.47
220 552.8 92.2
221 499.47 237.33
222 350.6 316.73
223 98.8 232.93
224 488.87 289
225 484.47 164.4
226 233.27 57.53
227 267.47 125.73
228 449 300.6
229 507.07 333.93
230 497.2 295.2
231 409.27 135.47
232 496.2 291.67
233 106.33 62.8
234 53.93 117.73
235 359.13 308.2
236 128.4 42.4
237 497.73 269.13
238 421.13 244.87
239 307.47 156.07
240 520.13 354.47
241 9.4 187.6
242 295.13 273.93
243 356.27 66.87
244 40.13 93
245 94.8 43.87
246 326.53 189.33
247 29.13 89.6
248 231.8 39.93
249 496.53 152.73
250 481.2 118.2
251 441.4 259.4
252 221.27 143.4
253 364.67 184.93
254 422.67 258
255 505.53 320.87
256 476.8 133.33
257 527 128.07
258 119.33 28.6
259 500.4 275.87
260 568.33 110.93
261 519.87 380.6
262 226.4 266
263 428.33 257.8
264 498.33 225.87
265 255.47 294
266 299.2 158.53
267 501.33 304.8
268 84.2 182.27
269 356.13 212.53
270 85.07 37.27
271 363.8 253.87
272 311.93 272.27
273 459 142.53
274 320.33 68.87
275 509.8 300.27
276 158.93 46.33
277 403.87 295.07
278 16 155.13
279 528.47 357.67
280 105 170.33
281 487.27 181.13
282 493.27 297.8
283 307.93 75.47
284 482.67 117.47
285 437.13 269.8
286 156.13 229.27
287 13.13 201.4
288 226 136.2
289 462.13 112.2
290 432.87 128.73
291 11.6 193.4
292 415.67 231.4
293 263.33 281
294 463.13 280.6
295 320.4 260.93
296 443.47 249.47
297 317.53 181.33
298 368.73 200.73
299 519.33 335.87
300 428.47 247.8
301 55.6 50.47
302 361.8 259.6
303 150.67 60.87
304 425.07 254.6
305 420.8 275.07
306 497.2 182.73
307 572.93 100.67
308 354.4 236.93
309 488.27 370.67
310 114.73 77.67
311 507.53 285
312 337.93 66.53
313 14.53 202.07
314 514.4 327.27
315 502.2 223.87
316 300 72.87
317 189 194.13
318 537.53 124
319 404.6 246.33
320 486.93 170
321 69.8 240.13
322 403.33 216.13
323 476.07 234.27
324 517.27 342.87
325 342.67 67.87
326 350.67 148.67
327 413.8 246.67
328 441.4 100.87
329 31.87 83.73
330 306.8 298.53
331 193.73 275.4
332 15.07 227.67
333 532.53 254.67
334 439.27 283.73
335 397.53 185.93
336 374.6 219.4
337 38.13 73.87
338 158.13 72.27
339 317.27 125.53
340 511.93 305.4
341 254.93 255.87
342 513.67 271
343 417.27 268.67
344 492.53 258.6
345 489.73 190.53
346 506.87 246
347 495.47 284.33
348 374.73 251.2
349 515.07 322.2
350 369.4 251.27
351 448.73 215.6
352 409.27 291.27
353 457.87 294.53
354 499.6 228.67
355 399.13 226.8
356 394.27 112.13
357 403.4 283.07
358 378.73 140.6
359 516.27 328.87
360 496.87 215.27
361 386.87 254.93
362 489.6 269.73
363 23.6 130
364 334 90.07
365 52.2 55
366 32.6 83.6
367 527.93 233.07
368 490.07 158.4
369 417.67 228.4
370 540.07 125.07
371 488.73 242.27
372 440.2 265.47
373 0.67 169.13
374 494.53 142.6
375 538.67 122.33
376 466.93 120.33
377 434.93 280.47
378 521.47 132.8
379 514.33 205.73
380 34.2 83.13
381 455.07 118.27
382 80.8 40.2
383 444.67 293.4
384 483.6 341.93
385 96.2 30.6
386 371.4 83.67
387 530.8 352.47
388 440.47 278.2
389 525.53 360.53
390 369.27 215.67
391 532.6 218.07
392 516.67 250.67
393 57.53 214.6
394 123.4 247.33
395 533.4 227.87
396 490.93 295.13
397 453.33 168.8
398 504.13 270.53
399 342.4 55
400 512.8 311.07
401 496.6 260.73
402 484.13 248.33
403 456.93 109.33
404 503.6 282.4
405 379 303.07
406 389.33 88.33
407 538.67 135.93
408 333.07 141
409 440.13 261.33
410 438.47 257.2
411 535.87 102.33
412 83.27 40
413 506.73 278.07
414 523.4 187.27
415 447.53 276.93
416 247.93 69.53
417 72.13 41.67
418 134.07 103.87
419 443.73 212.07
420 508.73 304.87
421 433.07 111.87
422 548.53 98.07
423 378.6 211.4
424 65.47 43.93
425 487.73 224
426 457.6 256.93
427 297.2 200.47
428 389.4 221.87
429 502.73 276.07
430 83.6 41.13
431 439.8 170.87
432 416.8 119.67
433 314.6 100.27
434 522.13 302.8
435 397.67 241.6
436 451.07 182.13
437 508.87 233.27
438 424.33 245.27
439 283.47 213.73
440 506.93 276.4
441 510.47 220.07
442 307.13 269.93
443 451 110.87
444 338 40.33
445 340.93 95.33
446 476.13 335.47
447 324.73 275.47
448 489.47 251.67
449 392.47 233.87
450 333.67 97.2
451 531.53 107.07
452 502.13 211.67
453 480.47 284.67
454 513.2 285.27
455 430 277.33
456 341.13 160.6
457 337.33 105.13
458 472.13 215.67
459 395.33 196.53
460 331 241.47
461 495.6 211.53
462 458.73 201.93
463 359 287.87
464 413.6 206.6
465 395.33 76.73
466 420.27 286.27
467 524.07 214.4
468 278 82.13
469 2.4 145.67
470 312.93 258.47
471 35.13 71.8
472 430.2 237.8
473 438 224.73
474 475.2 281
475 522.93 260.13
476 369.33 231.2
477 437.8 261.47
478 436.47 167.07
479 503.27 280.53
480 500.2 346.07
481 207.2 260.53
482 532.6 125.07
483 516.47 221.93
484 424 220.07
485 298.4 170.33
486 508.13 327.8
487 441.53 225.93
488 490.13 130.13
489 376.67 201.53
490 472.47 151.6
491 518.47 324.6
492 407.53 206.73
493 397 272.07
494 130.73 29.67
495 376.6 231.47
496 516.27 365.07
497 522.53 225
498 397.6 94.73
499 118.93 232.93
500 380.4 256.27
501 504.67 316.07
502 342.6 74.93
503 425.2 87.6
504 505.47 226.4
505 220.47 188.87
506 513.07 232.4
507 526 342
508 353.07 168
509 53.73 208.2
510 457.47 259.47
511 386.4 230.6
512 428.4 243.73
513 275 75
514 361.13 244.87
515 486.6 214.6
516 470.33 198.73
517 351.8 138.53
518 484.27 371.67
519 463.87 245.2
520 400.47 157.27
521 469.13 264.33
522 35 219.8
523 395.07 260.8
524 281.13 281.6
525 503.13 310.93
526 469.13 296.4
527 528.4 108.47
528 494.47 319.2
529 434.53 211
530 502.27 281.8
531 527.07 238.67
532 490.33 276.73
